method,alpha,calib_frac,runs,coverage_mean,coverage_std,abs_coverage_gap_mean,abs_coverage_gap_std,mean_set_size_mean,mean_set_size_std,top1_accuracy_mean,top1_accuracy_std,fail_to_abstain_rate_mean,fail_to_abstain_rate_std,singleton_rate_mean,singleton_rate_std,ece_top1_mean,ece_top1_std
topk_calibrated,0.1,0.4,5,0.9078524779246122,0.03206464651462731,0.0246479049123135,0.01859621728593185,10.8,2.3874672772626644,0.47144936467042964,0.08158034043750409,0.0,0.0,0.0,0.0,0.23023583124898184,0.07087634848605413
topk_calibrated,0.2,0.1,5,0.8354175596183382,0.033010271528316364,0.040846701334904964,0.02391895013567029,7.4,2.8809720581775866,0.467306357454642,0.10744382383328785,0.0,0.0,0.0,0.0,0.23285894408120056,0.08750646608200742
topk_calibrated,0.2,0.25,5,0.8253882948486397,0.018771207299341057,0.028392247417809678,0.012264398714735872,7.0,2.1213203435596424,0.4689523372793972,0.09560969650013379,0.0,0.0,0.0,0.0,0.2345658634134869,0.08277133327265045
topk_calibrated,0.2,0.4,5,0.8245770283839061,0.03384685751124822,0.02490829132386464,0.03354279278433382,7.0,2.23606797749979,0.47144936467042964,0.08158034043750409,0.0,0.0,0.0,0.0,0.23023583124898184,0.07087634848605413
vanilla_conformal,0.05,0.1,5,0.9526909438469229,0.028151578406404067,0.02255136951573186,0.012878567717808485,11.39250755006385,2.5874261048750617,0.467306357454642,0.10744382383328785,0.0008265520241568,0.0011328963239243517,0.02870329793427624,0.03573686201065462,0.23285894408120056,0.08750646608200742
vanilla_conformal,0.05,0.25,5,0.9544662635766507,0.014284444686143889,0.012578713375847438,0.0055856700736791436,11.289179015437028,1.3458734654170403,0.4689523372793972,0.09560969650013379,0.00039525691699604005,0.0008838213349801375,0.024037422010521198,0.009658843364014789,0.2345658634134869,0.08277133327265045
vanilla_conformal,0.05,0.4,5,0.9506649721644183,0.022165976573854898,0.01753892562593442,0.010361749963539906,11.129992000172546,1.6684080283935232,0.47144936467042964,0.08158034043750409,0.0,0.0,0.030300912552739347,0.02706970782909722,0.23023583124898184,0.07087634848605413
vanilla_conformal,0.1,0.1,5,0.8957522665600411,0.02846187659608926,0.01998658088093384,0.018256593314596066,8.379221358189225,2.9767425720395915,0.467306357454642,0.10744382383328785,0.0083109299936791,0.008275723921440669,0.09865156726822334,0.08778938439227066,0.23285894408120056,0.08750646608200742
vanilla_conformal,0.1,0.25,5,0.9053657003199669,0.017739324319527617,0.0143427851297944,0.009670971803220341,8.754083149541042,2.226953212727902,0.4689523372793972,0.09560969650013379,0.0067290943893840395,0.00954291791829981,0.08511963477589053,0.06237406237860467,0.2345658634134869,0.08277133327265045
vanilla_conformal,0.1,0.4,5,0.8971121253731742,0.027930798783525577,0.01899145261650314,0.018431229066587413,8.500676519242711,2.265148351060656,0.47144936467042964,0.08158034043750409,0.008421671999602181,0.012044730263765457,0.08979472920940697,0.0767734533197527,0.23023583124898184,0.07087634848605413
vanilla_conformal,0.2,0.1,5,0.8164499564388835,0.01946929733129724,0.02347590454267594,0.005329845636120478,5.504493151823393,2.2987116760555684,0.467306357454642,0.10744382383328785,0.022758948144063464,0.02083580586852625,0.1891036416127851,0.13052458081384688,0.23285894408120056,0.08750646608200742
